,rank,title,total_ratings,installs_in_millions,average_rating,growth_30_days,growth_60_days,price,category,5_star_ratings,4_star_ratings,3_star_ratings,2_star_ratings,1_star_ratings,5_star_percent,4_star_percent,3_star_percent,2_star_percent,1_star_percent,paid
1066,41,Moto Rider GO: Highway Traffic,707004,100.0,4,1.1,1.8,0.0,GAME RACING,482641,95941,40848,21087,66484,68.27,13.57,5.78,2.98,9.4,False
1067,42,Uphill Rush Water Park Racing,699303,100.0,4,0.5,1.1,0.0,GAME RACING,489279,54309,38758,26555,90399,69.97,7.77,5.54,3.8,12.93,False
1068,43,Asphalt Xtreme: Rally Racing,682124,10.0,4,0.3,0.6,0.0,GAME RACING,453061,80544,39897,20677,87942,66.42,11.81,5.85,3.03,12.89,False
1069,44,Turbo Driving Racing 3D,654903,50.0,4,0.8,1.6,0.0,GAME RACING,461668,51409,36192,23100,82532,70.49,7.85,5.53,3.53,12.6,False
1070,45,Driving School 2017,635669,10.0,4,0.4,0.9,0.0,GAME RACING,460158,67101,32671,16480,59256,72.39,10.56,5.14,2.59,9.32,False
1071,46,City Racing Lite,630972,10.0,4,2577.7,0.1,0.0,GAME RACING,481202,56421,42201,12617,38529,76.26,8.94,6.69,2.0,6.11,False
1072,47,MotoGP Racing '20,619717,10.0,4,0.8,1.6,0.0,GAME RACING,401585,96573,51712,19328,50516,64.8,15.58,8.34,3.12,8.15,False
1073,48,Earn to Die Lite,611439,10.0,4,0.1,0.3,0.0,GAME RACING,434421,43582,29734,17096,86604,71.05,7.13,4.86,2.8,14.16,False
1074,49,Garena Speed Drifters,577754,10.0,4,0.5,1.2,0.0,GAME RACING,376407,52922,35205,20118,93100,65.15,9.16,6.09,3.48,16.11,False
1075,50,Rally Racer Dirt,577204,50.0,4,0.1,0.3,0.0,GAME RACING,394695,73535,38827,17438,52706,68.38,12.74,6.73,3.02,9.13,False
1076,51,F1 Clash,559157,5.0,4,4.8,10.1,0.0,GAME RACING,316445,126788,52399,16657,46866,56.59,22.67,9.37,2.98,8.38,False
1077,52,Rally Fury - Extreme Racing,558462,50.0,4,4.4,10.1,0.0,GAME RACING,409899,59875,29768,13972,44946,73.4,10.72,5.33,2.5,8.05,False
1078,53,Racing Fever: Moto,549630,50.0,4,1.2,6004.4,0.0,GAME RACING,393808,49832,30694,18239,57054,71.65,9.07,5.58,3.32,10.38,False
1079,54,Real Drift Car Racing Lite,513359,10.0,4,0.1,0.2,0.0,GAME RACING,381134,53191,30260,10921,37851,74.24,10.36,5.89,2.13,7.37,False
1080,55,MadOut2 BigCityOnline,508166,10.0,4,3.8,8.3,0.0,GAME RACING,347602,56038,29117,15751,59656,68.4,11.03,5.73,3.1,11.74,False
1081,56,Ultimate Car Driving Simulator,503879,50.0,4,2.2,4.8,0.0,GAME RACING,353448,45177,27142,16616,61494,70.15,8.97,5.39,3.3,12.2,False
1082,57,Crazy for Speed,466732,10.0,4,1911.2,0.7,0.0,GAME RACING,336061,39673,28533,15418,47044,72.0,8.5,6.11,3.3,10.08,False
1083,58,Mad Skills Motocross 2,464730,10.0,4,0.2,0.4,0.0,GAME RACING,319470,50982,29079,14405,50792,68.74,10.97,6.26,3.1,10.93,False
1084,59,Real City Car Driver,445846,50.0,3,0.4,0.9,0.0,GAME RACING,285166,27715,26917,17393,88652,63.96,6.22,6.04,3.9,19.88,False
1085,60,Highway Rider Motorcycle Racer,430550,10.0,4,0.1,0.1,0.0,GAME RACING,307739,37469,23631,10253,51456,71.48,8.7,5.49,2.38,11.95,False
1086,61,Blocky Roads,426246,10.0,4,0.0,0.1,0.0,GAME RACING,318741,42714,23542,8562,32684,74.78,10.02,5.52,2.01,7.67,False
1087,62,Road Riot,423514,10.0,4,0.1,0.1,0.0,GAME RACING,344341,24227,18914,8328,27702,81.31,5.72,4.47,1.97,6.54,False
1088,63,Crash of Cars,419851,10.0,4,0.5,1.2,0.0,GAME RACING,290888,48697,26055,13626,40581,69.28,11.6,6.21,3.25,9.67,False
1089,64,Beach Buggy Racing 2,414528,10.0,4,2.9,6.1,0.0,GAME RACING,299949,40563,19993,11806,42214,72.36,9.79,4.82,2.85,10.18,False
1090,65,Real Racing 3,412241,10.0,4,0.2,0.5,0.0,GAME RACING,293823,54620,19629,10774,33392,71.28,13.25,4.76,2.61,8.1,False
1091,66,SUP Multiplayer Racing,407995,10.0,4,1.0,2.2,0.0,GAME RACING,292915,34591,21351,12771,46364,71.79,8.48,5.23,3.13,11.36,False
1092,67,KartRider Rush+,388123,10.0,3,2.1,3.6,0.0,GAME RACING,239417,39274,26384,14498,68548,61.69,10.12,6.8,3.74,17.66,False
1093,68,Hill Climb Racing 2,386128,100.0,4,0.2,0.4,0.0,GAME RACING,271644,62888,20719,7568,23306,70.35,16.29,5.37,1.96,6.04,False
1094,69,Boomerang Make and Race - Scooby-Doo Racing Game,380849,50.0,4,0.4,1.0,0.0,GAME RACING,279496,26949,18355,13010,43037,73.39,7.08,4.82,3.42,11.3,False
1095,70,Moto X3M Bike Race Game,365649,50.0,4,3.0,6.2,0.0,GAME RACING,274639,29909,17419,10119,33559,75.11,8.18,4.76,2.77,9.18,False
1096,71,Offroad Legends - Monster Truck Trials,350249,10.0,4,0.0,0.1,0.0,GAME RACING,245205,41967,25508,10219,27348,70.01,11.98,7.28,2.92,7.81,False
1097,72,Traffic Tour,349416,50.0,4,1.7,3.7,0.0,GAME RACING,231141,28660,20999,12988,55625,66.15,8.2,6.01,3.72,15.92,False
1098,73,Dubai Drift 2,337837,10.0,4,0.1,0.1,0.0,GAME RACING,252463,22906,15694,7422,39350,74.73,6.78,4.65,2.2,11.65,False
1099,74,Moto Wheelie,334069,5.0,4,0.1,0.1,0.0,GAME RACING,281200,18440,11203,5233,17991,84.17,5.52,3.35,1.57,5.39,False
1100,75,Mountain Climb 4x4 : Offroad Car Drive,330803,50.0,4,1702.5,1.0,0.0,GAME RACING,221973,28431,18870,14015,47511,67.1,8.59,5.7,4.24,14.36,False
1101,76,CarX Drift Racing 2,318474,10.0,4,4.5,9.5,0.0,GAME RACING,247670,29860,12956,6483,21502,77.77,9.38,4.07,2.04,6.75,False
1102,77,Zombie Squad,315332,10.0,4,0.1,0.1,0.0,GAME RACING,220091,34171,21601,9439,30027,69.8,10.84,6.85,2.99,9.52,False
1103,78,Crazy for Speed 2,312017,10.0,4,0.7,1.5,0.0,GAME RACING,243498,24007,14244,6807,23458,78.04,7.69,4.57,2.18,7.52,False
1104,79,Moto Racer 3D,310589,10.0,4,1358.2,2716.5,0.0,GAME RACING,194685,34134,34664,14257,32847,62.68,10.99,11.16,4.59,10.58,False
1105,80,Toy Truck Rally 3D,309939,50.0,4,0.0,0.1,0.0,GAME RACING,229692,23871,20238,7614,28521,74.11,7.7,6.53,2.46,9.2,False
1106,81,Truck Driver Cargo,308362,50.0,3,12602.3,0.7,0.0,GAME RACING,193275,23624,19047,12841,59571,62.68,7.66,6.18,4.16,19.32,False
1107,82,Demolition Derby 3,308175,10.0,4,4.3,8.9,0.0,GAME RACING,250319,27125,11685,4164,14880,81.23,8.8,3.79,1.35,4.83,False
1108,83,Top Drives – Car Cards Racing,303913,10.0,4,1.6,3.3,0.0,GAME RACING,231744,30895,11515,6286,23470,76.25,10.17,3.79,2.07,7.72,False
1109,84,Racing Limits,297540,50.0,4,1.1,2.4,0.0,GAME RACING,211343,28447,16325,9459,31964,71.03,9.56,5.49,3.18,10.74,False
1110,85,🚓🚦Car Driving School Simulator 🚕🚸,294097,10.0,4,0.9,1.9,0.0,GAME RACING,204804,38467,16732,8251,25840,69.64,13.08,5.69,2.81,8.79,False
1111,86,Race the Traffic,293250,50.0,4,0.1,0.1,0.0,GAME RACING,185690,27186,24754,13961,41656,63.32,9.27,8.44,4.76,14.21,False
1112,87,Redline Rush: Police Chase Racing,288581,10.0,4,0.0,0.1,0.0,GAME RACING,210942,32264,18169,8367,18836,73.1,11.18,6.3,2.9,6.53,False
1113,88,GT Racing 2: The Real Car Exp,285522,10.0,4,0.0,0.0,0.0,GAME RACING,209958,33351,13914,7231,21065,73.54,11.68,4.87,2.53,7.38,False
1114,89,Monster Truck Destruction™,284892,10.0,4,0.2,0.4,0.0,GAME RACING,200210,26653,16790,8834,32403,70.28,9.36,5.89,3.1,11.37,False
1115,90,Real Racing 3,284450,100.0,4,0.0,0.0,0.0,GAME RACING,193903,44509,15942,8162,21931,68.17,15.65,5.6,2.87,7.71,False
1116,91,MMX Hill Dash,283592,10.0,4,0.1,0.3,0.0,GAME RACING,202256,41141,15071,5659,19463,71.32,14.51,5.31,2.0,6.86,False
1117,92,Stickman Downhill Motocross,283127,10.0,4,0.0,0.0,0.0,GAME RACING,205997,35802,17941,5514,17871,72.76,12.65,6.34,1.95,6.31,False
1118,93,MOTO LOKO HD,282063,10.0,4,0.0,0.1,0.0,GAME RACING,196521,27353,21819,7648,28719,69.67,9.7,7.74,2.71,10.18,False
1119,94,Offroad Legends 2,281848,10.0,4,0.1,0.3,0.0,GAME RACING,195324,38185,19227,7908,21201,69.3,13.55,6.82,2.81,7.52,False
1120,95,DATA WING,281769,5.0,4,0.3,0.5,0.0,GAME RACING,254416,15454,4525,2037,5334,90.29,5.48,1.61,0.72,1.89,False
1121,96,Race the Traffic Moto,280605,10.0,4,0.0,0.0,0.0,GAME RACING,188046,26619,24879,10609,30449,67.02,9.49,8.87,3.78,10.85,False
1122,97,Epic Race 3D,280243,50.0,4,2.5,7.7,0.0,GAME RACING,185132,28854,20922,12717,32615,66.06,10.3,7.47,4.54,11.64,False
1123,98,Drift Max,273705,10.0,4,0.6,1.2,0.0,GAME RACING,188833,29440,18180,8800,28450,68.99,10.76,6.64,3.22,10.39,False
1124,99,City Driving 3D,272721,10.0,3,0.1,0.2,0.0,GAME RACING,138933,22589,21760,15256,74182,50.94,8.28,7.98,5.59,27.2,False
1125,100,Torque Burnout,271610,10.0,4,0.2,0.5,0.0,GAME RACING,189031,25182,16212,9799,31385,69.6,9.27,5.97,3.61,11.56,False
1126,1,Shadow Fight 3 - RPG fighting game,3170246,100.0,4,1.2,2.6,0.0,GAME ROLE PLAYING,2243868,353334,177840,84957,310244,70.78,11.15,5.61,2.68,9.79,False
1127,2,AFK Arena,3126336,10.0,4,1.0,2.2,0.0,GAME ROLE PLAYING,2238968,619905,158568,31102,77791,71.62,19.83,5.07,0.99,2.49,False
1128,3,Avakin Life - 3D Virtual World,3105550,50.0,4,1.0,2.2,0.0,GAME ROLE PLAYING,2198832,316726,170928,91523,327539,70.8,10.2,5.5,2.95,10.55,False
1129,4,Flight Pilot Simulator 3D Free,2651253,100.0,4,965.5,0.9,0.0,GAME ROLE PLAYING,1680842,413154,208205,85294,263756,63.4,15.58,7.85,3.22,9.95,False
1130,5,Angry Birds Epic RPG,2650536,10.0,4,310.2,0.0,0.0,GAME ROLE PLAYING,2095096,255252,104890,41878,153418,79.04,9.63,3.96,1.58,5.79,False
1131,6,Eternium,2374967,10.0,4,0.5,1.1,0.0,GAME ROLE PLAYING,2064105,201653,57358,16101,35746,86.91,8.49,2.42,0.68,1.51,False
1132,7,Star Wars™: Galaxy of Heroes,1710440,50.0,4,0.3,0.6,0.0,GAME ROLE PLAYING,1087749,274134,110300,55130,183125,63.59,16.03,6.45,3.22,10.71,False
1133,8,몬스터 길들이기,1493476,10.0,4,0.0,0.1,0.0,GAME ROLE PLAYING,916890,183806,125740,58046,208992,61.39,12.31,8.42,3.89,13.99,False
1134,9,Darkness Rises,1475764,10.0,4,0.5,1.1,0.0,GAME ROLE PLAYING,1086953,195959,71146,29100,92603,73.65,13.28,4.82,1.97,6.27,False
1135,10,Hustle Castle: Medieval games in the kingdom,1424463,10.0,4,0.3,0.7,0.0,GAME ROLE PLAYING,956315,167107,59800,39531,201708,67.14,11.73,4.2,2.78,14.16,False
1136,11,RAID: Shadow Legends,1363701,10.0,4,1.9,3.9,0.0,GAME ROLE PLAYING,919549,170753,64585,40706,168105,67.43,12.52,4.74,2.98,12.33,False
1137,12,Tap Titans,1344784,10.0,4,0.0,0.0,0.0,GAME ROLE PLAYING,1206706,67528,25703,9641,35204,89.73,5.02,1.91,0.72,2.62,False
1138,13,Hero Wars – Hero Fantasy Multiplayer Battles,1311495,50.0,4,4.7,10.6,0.0,GAME ROLE PLAYING,1036086,107619,27019,15790,124979,79.0,8.21,2.06,1.2,9.53,False
1139,14,MovieStarPlanet,1193550,10.0,3,0.0,0.1,0.0,GAME ROLE PLAYING,647071,155738,105157,55935,229646,54.21,13.05,8.81,4.69,19.24,False
1140,15,Magic Rush: Heroes,1130195,10.0,4,0.0,0.1,0.0,GAME ROLE PLAYING,818101,125808,56193,24736,105355,72.39,11.13,4.97,2.19,9.32,False
1141,16,세븐나이츠,937102,10.0,3,17025.0,0.1,0.0,GAME ROLE PLAYING,528121,88140,76690,38540,205610,56.36,9.41,8.18,4.11,21.94,False
1142,17,Idle Heroes,914423,10.0,4,1.1,2.1,0.0,GAME ROLE PLAYING,724371,77956,31174,14878,66041,79.22,8.53,3.41,1.63,7.22,False
1143,18,RPG Toram Online - MMORPG,910412,10.0,4,805.0,1.9,0.0,GAME ROLE PLAYING,670148,130534,48808,15731,45189,73.61,14.34,5.36,1.73,4.96,False
1144,19,Shakes and Fidget,898630,5.0,4,0.5,1.1,0.0,GAME ROLE PLAYING,695406,145860,32061,8424,16877,77.39,16.23,3.57,0.94,1.88,False
1145,20,Tap Titans 2: Heroes Attack Titans. Clicker on!,887982,10.0,4,1.0,2.3,0.0,GAME ROLE PLAYING,696871,118164,38208,9681,25056,78.48,13.31,4.3,1.09,2.82,False
1146,21,Kritika: The White Knights,880376,10.0,4,718.4,0.1,0.0,GAME ROLE PLAYING,614909,107710,53285,23653,80817,69.85,12.23,6.05,2.69,9.18,False
1147,22,FINAL FANTASY BRAVE EXVIUS,825827,10.0,4,0.2,0.3,0.0,GAME ROLE PLAYING,527674,133134,51983,25372,87661,63.9,16.12,6.29,3.07,10.61,False
1148,23,Dungeon Hunter 5 – Action RPG,765525,10.0,3,0.1,0.2,0.0,GAME ROLE PLAYING,453136,95928,54217,30073,132169,59.19,12.53,7.08,3.93,17.27,False
1149,24,The Wolf,758951,10.0,4,1.9,3.4,0.0,GAME ROLE PLAYING,567469,91326,36052,16252,47850,74.77,12.03,4.75,2.14,6.3,False
1150,25,Brave Frontier,732372,10.0,4,0.0,0.1,0.0,GAME ROLE PLAYING,518719,100269,41029,18510,53842,70.83,13.69,5.6,2.53,7.35,False
1151,26,Identity V,705186,10.0,4,1.1,2.6,0.0,GAME ROLE PLAYING,454148,86399,47648,25101,91887,64.4,12.25,6.76,3.56,13.03,False
1152,27,ONE PIECE TREASURE CRUISE,687214,10.0,4,0.9,2.1,0.0,GAME ROLE PLAYING,499705,95877,32128,12298,47204,72.71,13.95,4.68,1.79,6.87,False
1153,28,Super Stylist - Makeover & Style Fashion Guru,667980,50.0,4,4.1,8.2,0.0,GAME ROLE PLAYING,460506,85901,42462,21843,57264,68.94,12.86,6.36,3.27,8.57,False
1154,29,School of Dragons,666442,10.0,4,0.4,1.0,0.0,GAME ROLE PLAYING,444291,75196,44462,23315,79175,66.67,11.28,6.67,3.5,11.88,False
1155,30,Mobile Legends: Adventure,644802,10.0,4,2.8,6.2,0.0,GAME ROLE PLAYING,513670,65317,20016,8845,36952,79.66,10.13,3.1,1.37,5.73,False
1156,31,International Fashion Stylist - Dress Up Games,632926,10.0,4,2.4,5.1,0.0,GAME ROLE PLAYING,453861,77554,38017,16740,46752,71.71,12.25,6.01,2.64,7.39,False
1157,32,Battle Camp - Monster Catching,612572,10.0,4,0.0,0.0,0.0,GAME ROLE PLAYING,412770,54959,36609,16832,91399,67.38,8.97,5.98,2.75,14.92,False
1158,33,My Candy Love - Episode / Otome game,597411,10.0,4,0.5,0.8,0.0,GAME ROLE PLAYING,369440,84434,46630,23095,73810,61.84,14.13,7.81,3.87,12.36,False
1159,34,"Day R Survival – Apocalypse, Lone Survivor and RPG",594700,10.0,4,0.8,1.7,0.0,GAME ROLE PLAYING,450467,74953,23915,12207,33155,75.75,12.6,4.02,2.05,5.58,False
1160,35,Don't get fired!,572359,5.0,4,1.0,2.0,0.0,GAME ROLE PLAYING,382074,94649,39645,14670,41319,66.75,16.54,6.93,2.56,7.22,False
1161,36,LifeAfter,569162,10.0,3,1.4,3.4,0.0,GAME ROLE PLAYING,368097,37701,30963,21455,110945,64.67,6.62,5.44,3.77,19.49,False
1162,37,Inotia 4,558013,5.0,4,0.1,0.1,0.0,GAME ROLE PLAYING,395714,92102,34423,9208,26564,70.92,16.51,6.17,1.65,4.76,False
1163,38,Dragon Village,556175,5.0,4,0.1,0.2,0.0,GAME ROLE PLAYING,407087,51168,33739,13251,50928,73.19,9.2,6.07,2.38,9.16,False
1164,39,MARVEL Strike Force - Squad RPG,553833,10.0,3,1.6,3.3,0.0,GAME ROLE PLAYING,281401,76022,42302,49578,104528,50.81,13.73,7.64,8.95,18.87,False
1165,40,Game of Sultans,547967,10.0,4,4.9,8.5,0.0,GAME ROLE PLAYING,378419,75961,30792,13367,49425,69.06,13.86,5.62,2.44,9.02,False
1166,41,Sky: Children of the Light,538673,10.0,4,4.4,9.4,0.0,GAME ROLE PLAYING,438556,47143,16802,7679,28491,81.41,8.75,3.12,1.43,5.29,False
1167,42,Age of Warring Empire,524462,10.0,4,0.0,0.0,0.0,GAME ROLE PLAYING,345143,79079,36211,14372,49655,65.81,15.08,6.9,2.74,9.47,False
1168,43,레이븐 : LEGION,518434,5.0,4,0.0,0.2,0.0,GAME ROLE PLAYING,324117,79581,37928,14686,62119,62.52,15.35,7.32,2.83,11.98,False
1169,44,Crusaders Quest,516540,5.0,4,0.1,0.1,0.0,GAME ROLE PLAYING,394331,59201,21524,8270,33211,76.34,11.46,4.17,1.6,6.43,False
1170,45,Galaxy Legend - Cosmic Conquest Sci-Fi Game,514023,10.0,4,0.0,0.0,0.0,GAME ROLE PLAYING,316918,65188,37865,15150,78899,61.65,12.68,7.37,2.95,15.35,False
1171,46,"My Bakery Empire - Bake, Decorate & Serve Cakes",513522,100.0,4,2.3,5.0,0.0,GAME ROLE PLAYING,361164,40462,27413,18348,66132,70.33,7.88,5.34,3.57,12.88,False
1172,47,Heroes Charge,504968,10.0,4,0.6,1.6,0.0,GAME ROLE PLAYING,439888,10359,8749,6339,39629,87.11,2.05,1.73,1.26,7.85,False
1173,48,Operate Now: Hospital - Surgery Simulator Game,503826,50.0,3,0.4,0.8,0.0,GAME ROLE PLAYING,289263,38358,35005,28656,112541,57.41,7.61,6.95,5.69,22.34,False
1174,49,School of Chaos Online MMORPG,503643,10.0,4,0.2,0.5,0.0,GAME ROLE PLAYING,335781,35856,25781,18113,88109,66.67,7.12,5.12,3.6,17.49,False
1175,50,Ninja Turtles: Legends,494101,10.0,4,1.0,1.9,0.0,GAME ROLE PLAYING,368890,45042,22761,12633,44773,74.66,9.12,4.61,2.56,9.06,False
1176,51,Grim Soul: Dark Fantasy Survival,490756,10.0,4,1.8,4.4,0.0,GAME ROLE PLAYING,337466,79331,29799,12802,31356,68.76,16.17,6.07,2.61,6.39,False
1177,52,The Seven Deadly Sins: Grand Cross,487726,10.0,4,2.5,6.5,0.0,GAME ROLE PLAYING,332747,53409,25678,14273,61616,68.22,10.95,5.26,2.93,12.63,False
1178,53,Order & Chaos Online 3D MMORPG,474469,5.0,4,0.0,0.0,0.0,GAME ROLE PLAYING,321723,49520,26088,13438,63697,67.81,10.44,5.5,2.83,13.42,False
1179,54,Angry Birds Evolution 2021,467209,10.0,4,0.2,0.4,0.0,GAME ROLE PLAYING,317412,59037,28604,14791,47363,67.94,12.64,6.12,3.17,10.14,False
1180,55,King's Throne: Game of Conquest,464201,1.0,4,5.0,9.0,0.0,GAME ROLE PLAYING,259353,118989,61879,10613,13364,55.87,25.63,13.33,2.29,2.88,False
1181,56,AVABEL ONLINE [Action MMORPG],463791,10.0,4,0.2,0.3,0.0,GAME ROLE PLAYING,263061,79102,55812,17289,48525,56.72,17.06,12.03,3.73,10.46,False
1182,57,Seven Knights,459149,10.0,4,0.0,0.1,0.0,GAME ROLE PLAYING,316149,44853,25447,15270,57427,68.86,9.77,5.54,3.33,12.51,False
1183,58,Shadow Fight Arena — PvP Fighting game,433067,5.0,4,18.2,32.4,0.0,GAME ROLE PLAYING,350218,32714,13508,7151,29474,80.87,7.55,3.12,1.65,6.81,False
1184,59,ONE PIECE トレジャークルーズ,423249,1.0,4,0.6,0.9,0.0,GAME ROLE PLAYING,238516,97107,57024,11426,19174,56.35,22.94,13.47,2.7,4.53,False
1185,60,Monster High™ Beauty Shop: Fangtastic Fashion Game,418992,10.0,4,2.1,4.4,0.0,GAME ROLE PLAYING,285038,47406,26709,15312,44525,68.03,11.31,6.37,3.65,10.63,False
1186,61,Magic Rampage,414159,10.0,4,1.5,3.2,0.0,GAME ROLE PLAYING,338835,41096,13688,5042,15496,81.81,9.92,3.31,1.22,3.74,False
1187,62,Summoners War,413804,50.0,4,0.2,0.1,0.0,GAME ROLE PLAYING,284653,55093,21603,11546,40907,68.79,13.31,5.22,2.79,9.89,False
1188,63,Vampire's Fall: Origins RPG,409319,5.0,4,2.5,4.9,0.0,GAME ROLE PLAYING,307543,66903,17200,5137,12533,75.14,16.35,4.2,1.26,3.06,False
1189,64,Monster Super League,406697,5.0,4,0.3,0.7,0.0,GAME ROLE PLAYING,288242,61345,21730,8612,26766,70.87,15.08,5.34,2.12,6.58,False
1190,65,Arcane Legends MMO-Action RPG,398449,10.0,4,0.0,0.0,0.0,GAME ROLE PLAYING,272495,43944,26106,11438,44464,68.39,11.03,6.55,2.87,11.16,False
1191,66,Age of Magic: Turn-Based Magic RPG & Strategy Game,395402,5.0,4,0.7,1.5,0.0,GAME ROLE PLAYING,289124,43996,17756,9241,35283,73.12,11.13,4.49,2.34,8.92,False
1192,67,Pokémon Masters EX,393787,10.0,4,1.5,3.3,0.0,GAME ROLE PLAYING,259564,52468,24049,11536,46167,65.92,13.32,6.11,2.93,11.72,False
1193,68,BLOCK STORY,393183,10.0,4,0.1,0.1,0.0,GAME ROLE PLAYING,284293,47015,22967,9199,29707,72.31,11.96,5.84,2.34,7.56,False
1194,69,Questland: Turn Based RPG,386821,5.0,4,3.3,6.0,0.0,GAME ROLE PLAYING,334309,31876,8338,3281,9016,86.42,8.24,2.16,0.85,2.33,False
1195,70,Pocket Troops: Strategy RPG,382714,10.0,4,0.0,0.1,0.0,GAME ROLE PLAYING,270191,47911,18236,9425,36949,70.6,12.52,4.76,2.46,9.65,False
1196,71,ZENONIA® 5,380907,10.0,4,0.1,0.0,0.0,GAME ROLE PLAYING,266068,49217,22446,8261,34913,69.85,12.92,5.89,2.17,9.17,False
1197,72,WWE Champions 2021,373793,10.0,3,0.3,0.7,0.0,GAME ROLE PLAYING,215662,37106,26813,17118,77092,57.7,9.93,7.17,4.58,20.62,False
1198,73,Heroes of Camelot,371730,5.0,4,0.0,0.0,0.0,GAME ROLE PLAYING,227672,52313,24459,13912,53372,61.25,14.07,6.58,3.74,14.36,False
1199,74,Assassin's Creed Rebellion: Adventure RPG,371644,5.0,4,0.3,0.7,0.0,GAME ROLE PLAYING,239729,60883,26866,13154,31009,64.51,16.38,7.23,3.54,8.34,False
1200,75,Black Desert Mobile,368592,10.0,4,1.1,2.3,0.0,GAME ROLE PLAYING,237377,44513,23085,13663,49952,64.4,12.08,6.26,3.71,13.55,False
1201,76,Guardian Hunter: SuperBrawlRPG [Online],366341,1.0,4,0.0,0.0,0.0,GAME ROLE PLAYING,249430,55784,25086,9129,26910,68.09,15.23,6.85,2.49,7.35,False
1202,77,Guardian Tales,364398,1.0,4,5.3,10.4,0.0,GAME ROLE PLAYING,301336,35050,10864,4773,12372,82.69,9.62,2.98,1.31,3.4,False
1203,78,Postknight,362652,5.0,4,1.1,2.2,0.0,GAME ROLE PLAYING,305733,35318,11138,3945,6515,84.31,9.74,3.07,1.09,1.8,False
1204,79,Fashion Empire - Dressup Boutique Sim,361987,10.0,3,0.4,0.7,0.0,GAME ROLE PLAYING,229584,33544,22596,15280,60981,63.42,9.27,6.24,4.22,16.85,False
1205,80,ملكة الموضة | لعبة قصص و تمثيل,358237,5.0,4,7.1,16.5,0.0,GAME ROLE PLAYING,314420,16260,7209,4146,16201,87.77,4.54,2.01,1.16,4.52,False
1206,81,Time Princess,357910,5.0,4,8.5,20.8,0.0,GAME ROLE PLAYING,295735,34364,16188,4354,7266,82.63,9.6,4.52,1.22,2.03,False
1207,82,MARVEL Puzzle Quest: Join the Super Hero Battle!,351850,10.0,4,0.3,0.6,0.0,GAME ROLE PLAYING,221235,57641,24241,12944,35787,62.88,16.38,6.89,3.68,10.17,False
1208,83,Ragnarok M: Eternal Love,340801,5.0,4,1.3,2.8,0.0,GAME ROLE PLAYING,259507,39684,15411,4777,21419,76.15,11.64,4.52,1.4,6.28,False
1209,84,Cat Runner: Decorate Home,334232,100.0,4,5.4,10.8,0.0,GAME ROLE PLAYING,233444,25663,16683,13001,45439,69.85,7.68,4.99,3.89,13.6,False
1210,85,Cookie Run: Kingdom - Kingdom Builder & Battle RPG,332270,5.0,4,8.8,28.9,0.0,GAME ROLE PLAYING,248965,33709,15915,6697,26981,74.93,10.15,4.79,2.02,8.12,False
1211,86,Wolvesville - Werewolf Online,328319,10.0,4,1.7,3.3,0.0,GAME ROLE PLAYING,239892,45313,15416,5865,21830,73.07,13.8,4.7,1.79,6.65,False
1212,87,Ice Skating Ballerina - Dance Challenge Arena,327986,10.0,4,0.3,0.7,0.0,GAME ROLE PLAYING,217841,36644,22216,12391,38891,66.42,11.17,6.77,3.78,11.86,False
1213,88,Hotel Hideaway: Virtual World,324192,5.0,4,2.2,4.9,0.0,GAME ROLE PLAYING,235330,29057,16734,9420,33648,72.59,8.96,5.16,2.91,10.38,False
1214,89,Guild of Heroes: Magic RPG | Wizard game,320930,5.0,4,0.7,1.3,0.0,GAME ROLE PLAYING,256626,25415,10304,6376,22207,79.96,7.92,3.21,1.99,6.92,False
1215,90,Era of Celestials,317023,10.0,4,0.1,0.2,0.0,GAME ROLE PLAYING,217629,30073,17135,10530,41653,68.65,9.49,5.41,3.32,13.14,False
1216,91,Decisions－Interactive Role Playing Love Story Game,313301,10.0,4,2.4,5.2,0.0,GAME ROLE PLAYING,204972,37865,25592,12761,32108,65.42,12.09,8.17,4.07,10.25,False
1217,92,Evertale,311126,1.0,4,725.3,5.1,0.99,GAME ROLE PLAYING,222761,32884,15877,9298,30304,71.6,10.57,5.1,2.99,9.74,True
1218,93,Nonstop Knight - Offline Idle RPG Clicker,302340,5.0,4,0.1,0.1,0.0,GAME ROLE PLAYING,214245,39705,19137,8414,20836,70.86,13.13,6.33,2.78,6.89,False
1219,94,리니지2 레볼루션,300651,5.0,3,0.0,0.0,0.0,GAME ROLE PLAYING,159232,45041,29484,12679,54213,52.96,14.98,9.81,4.22,18.03,False
1220,95,FINAL FANTASY Record Keeper,297438,1.0,4,0.0,0.0,0.0,GAME ROLE PLAYING,139743,90255,40327,10029,17082,46.98,30.34,13.56,3.37,5.74,False
1221,96,剣と魔法のログレス いにしえの女神-本格MMO・RPG,293945,1.0,3,0.1,0.2,0.0,GAME ROLE PLAYING,146469,58422,50871,12202,25978,49.83,19.88,17.31,4.15,8.84,False
1222,97,Game of Thrones: Conquest ™ - Strategy Game,284337,10.0,4,311.5,1.4,0.0,GAME ROLE PLAYING,185851,22546,15187,11038,49712,65.36,7.93,5.34,3.88,17.48,False
1223,98,Lineage2 Revolution,281603,5.0,3,0.1,0.2,0.0,GAME ROLE PLAYING,176808,25306,16764,9471,53251,62.79,8.99,5.95,3.36,18.91,False
